sample;ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
Aspergillus nidulans - ani;K00036;G6PD;glucose-6-phosphate 1-dehydrogenase ;C10984;Chlorinated;EPC;Cypermethrin;dehydrogenase
Aspergillus nidulans - ani;K00036;G6PD;glucose-6-phosphate 1-dehydrogenase ;C18428;Nitrogen-containing;EPC;Diuron;dehydrogenase
Aspergillus nidulans - ani;K00036;G6PD;glucose-6-phosphate 1-dehydrogenase ;C18428;Aromatic;EPC;Diuron;dehydrogenase
Aspergillus nidulans - ani;K00036;G6PD;glucose-6-phosphate 1-dehydrogenase ;C18428;Nitrogen-containing;WFD;Diuron;dehydrogenase
Aspergillus nidulans - ani;K00036;G6PD;glucose-6-phosphate 1-dehydrogenase ;C18428;Chlorinated;ATSDR;Diuron;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C07434;Nitrogen-containing;IARC2B;Phenobarbital;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C00038;Metal;EPA;Zinc cation;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C00038;Metal;ATSDR;Zinc cation;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C08142;Inorganic;PSL;Sodium fluoride;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C19249;Aliphatic;IARC2B;2,4-Hexadienal;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C07443;Nitrogen-containing;IARC2B;Phenytoin;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C00469;Aliphatic;IARC1;Ethanol;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C07434;Aromatic;IARC2B;Phenobarbital;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00002;AKR1A1;alcohol dehydrogenase (NADP+) ;C07443;Polyaromatic;IARC2B;Phenytoin;dehydrogenase
Aspergillus nidulans - ani;K00600;glyA;glycine hydroxymethyltransferase ;C19246;Aliphatic;IARC2B;Glycidaldehyde;hydroxymethyltransferase
Aspergillus nidulans - ani;K10798;PARP2_3_4;poly [ADP-ribose] polymerase 2/3/4 ;C19306;Nitrogen-containing;IARC2B;Trp-P-1;polymerase
Aspergillus nidulans - ani;K10798;PARP2_3_4;poly [ADP-ribose] polymerase 2/3/4 ;C14416;Nitrogen-containing;IARC2B;Trp-P-2;polymerase
Aspergillus nidulans - ani;K10798;PARP2_3_4;poly [ADP-ribose] polymerase 2/3/4 ;C19306;Aromatic;IARC2B;Trp-P-1;polymerase
Aspergillus nidulans - ani;K10798;PARP2_3_4;poly [ADP-ribose] polymerase 2/3/4 ;C14416;Aromatic;IARC2B;Trp-P-2;polymerase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K00274;MAO;monoamine oxidase ;C07675;Nitrogen-containing;IARC2A;Pioglitazone;oxidase
Aspergillus nidulans - ani;K00274;MAO;monoamine oxidase ;C07675;Sulfur-containing;IARC2A;Pioglitazone;oxidase
Aspergillus nidulans - ani;K00274;MAO;monoamine oxidase ;C07675;Aromatic;IARC2A;Pioglitazone;oxidase
Aspergillus nidulans - ani;K00274;MAO;monoamine oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
Aspergillus nidulans - ani;K00274;MAO;monoamine oxidase ;C19263;Aliphatic;IARC2B;Methyl isobutyl ketone;oxidase
Aspergillus nidulans - ani;K00274;MAO;monoamine oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;WFD;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPC;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;WFD;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPA;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C10928;Aromatic;EPC;Alachlor;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPA;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11090;Inorganic;ATSDR;Endosulfan;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPC;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;PSL;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Aspergillus nidulans - ani;K00799;GST;glutathione S-transferase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
Aspergillus nidulans - ani;K19357;CELB;cellulase ;C01783;Organometallic;WFD;Arylmercury;cellulase
Aspergillus nidulans - ani;K19357;CELB;cellulase ;C01783;Polyaromatic;EPC;Arylmercury;cellulase
Aspergillus nidulans - ani;K19357;CELB;cellulase ;C01783;Organometallic;EPC;Arylmercury;cellulase
Aspergillus nidulans - ani;K19357;CELB;cellulase ;C01783;Polyaromatic;WFD;Arylmercury;cellulase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14211;Polyaromatic;ATSDR;Butylbenzyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C00090;Aromatic;PSL;Catechol;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C00090;Aromatic;IARC2B;Catechol;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14211;Polyaromatic;EPA;Butylbenzyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14214;Aromatic;PSL;Dibutyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14211;Polyaromatic;PSL;Butylbenzyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C00090;Aromatic;ATSDR;Catechol;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14214;Aromatic;CONAMA;Dibutyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C00090;Aromatic;WFD;Catechol;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14214;Aromatic;EPA;Dibutyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14227;Aromatic;PSL;Di-n-octyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C00090;Aromatic;EPC;Catechol;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14205;Aromatic;EPC;4-tert-Octylphenol;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14214;Aromatic;ATSDR;Dibutyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14227;Aromatic;EPA;Di-n-octyl phthalate;methyltransferase
Aspergillus nidulans - ani;K00545;COMT;catechol O-methyltransferase ;C14205;Aromatic;WFD;4-tert-Octylphenol;methyltransferase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C07561;Chlorinated;IARC2B;Carbon tetrachloride;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C07561;Chlorinated;EPC;Carbon tetrachloride;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C07561;Chlorinated;CONAMA;Carbon tetrachloride;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C07561;Chlorinated;EPA;Carbon tetrachloride;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C19302;Nitrogen-containing;IARC2B;Thioacetamide;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C07561;Chlorinated;ATSDR;Carbon tetrachloride;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C19302;Aliphatic;IARC2B;Thioacetamide;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C10312;Aromatic;IARC2B;Danthron;reductase
Aspergillus nidulans - ani;K00384;trxB;thioredoxin reductase (NADPH) ;C19302;Sulfur-containing;IARC2B;Thioacetamide;reductase
Aspergillus nidulans - ani;K22213;PATG;6-methylsalicylate decarboxylase ;C01467;Aromatic;EPA;3-Cresol;decarboxylase
Aspergillus nidulans - ani;K17686;copA;P-type Cu+ transporter ;C00070;Metal;ATSDR;Copper;P-type Cu+ transporter
Aspergillus nidulans - ani;K17686;copA;P-type Cu+ transporter ;C00070;Metal;EPA;Copper;P-type Cu+ transporter
Aspergillus nidulans - ani;K17686;copA;P-type Cu+ transporter ;C00070;Metal;PSL;Copper;P-type Cu+ transporter
Aspergillus nidulans - ani;K11187;PRDX5;peroxiredoxin 5 ;C19359;Chlorinated;PSL;Chloramine;peroxiredoxin 5
Aspergillus nidulans - ani;K11187;PRDX5;peroxiredoxin 5 ;C19359;Nitrogen-containing;PSL;Chloramine;peroxiredoxin 5
Aspergillus nidulans - ani;K00654;SPT;serine palmitoyltransferase ;C07675;Nitrogen-containing;IARC2A;Pioglitazone;palmitoyltransferase
Aspergillus nidulans - ani;K00654;SPT;serine palmitoyltransferase ;C07675;Sulfur-containing;IARC2A;Pioglitazone;palmitoyltransferase
Aspergillus nidulans - ani;K00654;SPT;serine palmitoyltransferase ;C01576;Polyaromatic;IARC1;Etoposide;palmitoyltransferase
Aspergillus nidulans - ani;K00654;SPT;serine palmitoyltransferase ;C07675;Aromatic;IARC2A;Pioglitazone;palmitoyltransferase
Aspergillus nidulans - ani;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Aliphatic;IARC2A;Chloral hydrate;dehydrogenase
Aspergillus nidulans - ani;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C06899;Chlorinated;IARC2A;Chloral hydrate;dehydrogenase
Aspergillus nidulans - ani;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K13953;adhP;alcohol dehydrogenase, propanol-preferring ;C00469;Aliphatic;IARC1;Ethanol;dehydrogenase
Aspergillus nidulans - ani;K11126;TERT;telomerase reverse transcriptase ;C07207;Nitrogen-containing;IARC2B;Zalcitabine;telomerase
Aspergillus nidulans - ani;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Polyaromatic;IARC1;2-Naphthylamine;glutamyltranspeptidase
Aspergillus nidulans - ani;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Nitrogen-containing;IARC1;2-Naphthylamine;glutamyltranspeptidase
Aspergillus nidulans - ani;K00326;CYB5R;cytochrome-b5 reductase ;C07569;Sulfur-containing;IARC2B;Propylthiouracil;reductase
Aspergillus nidulans - ani;K00326;CYB5R;cytochrome-b5 reductase ;C07569;Aliphatic;IARC2B;Propylthiouracil;reductase
Aspergillus nidulans - ani;K17989;SDS;L-serine/L-threonine ammonia-lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
Aspergillus nidulans - ani;K17989;SDS;L-serine/L-threonine ammonia-lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
Aspergillus nidulans - ani;K00864;glpK;glycerol kinase ;C18676;Chlorinated;IARC2B;alpha-Chlorohydrin;kinase
Aspergillus nidulans - ani;K00864;glpK;glycerol kinase ;C18676;Aliphatic;IARC2B;alpha-Chlorohydrin;kinase
Aspergillus nidulans - ani;K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Chlorinated;IARC2B;Nitrofen;oxidase
Aspergillus nidulans - ani;K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Nitrogen-containing;IARC2B;Nitrofen;oxidase
Aspergillus nidulans - ani;K00231;PPOX;protoporphyrinogen/coproporphyrinogen III oxidase ;C11065;Polyaromatic;IARC2B;Nitrofen;oxidase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K15440;TAD1;tRNA-specific adenosine deaminase 1 ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
Aspergillus nidulans - ani;K15440;TAD1;tRNA-specific adenosine deaminase 1 ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C13377;Chlorinated;WFD;Mercuric chloride;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C13377;Metal;ATSDR;Mercuric chloride;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C13377;Chlorinated;ATSDR;Mercuric chloride;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C19275;Inorganic;IARC2B;Nitromethane;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C02116;Aliphatic;IARC2B;2-Nitropropane;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C02116;Nitrogen-containing;IARC2B;2-Nitropropane;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C00088;Nitrogen-containing;ATSDR;Nitrite;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C00084;Aliphatic;IARC1;Acetaldehyde;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C00088;Inorganic;ATSDR;Nitrite;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C19275;Nitrogen-containing;IARC2B;Nitromethane;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C13377;Metal;WFD;Mercuric chloride;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C00084;Aliphatic;IARC2B;Acetaldehyde;monooxygenase
Aspergillus nidulans - ani;K00459;ncd2;nitronate monooxygenase ;C00084;Aliphatic;PSL;Acetaldehyde;monooxygenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Aspergillus nidulans - ani;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
